changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
['playbooks/legacy/ironic-dsvm-standalone/run.yaml'],6133,ABANDONED,569388,7,7,7.0,7.0,1
['pages/operations/health-checks/0650-heat-test-details.rst'],8592,ABANDONED,180184,0,0,0.0,0.0,0
"['releasenotes/notes/rabbit-connection-params-deprecation-6a7aa014d3da98d4.yaml', 'manifests/api.pp']",9414,MERGED,448432,0,5,2.5,2.5,1
"['scripts/local.conf.d/use_large_volume.rc', 'scripts/local.conf.d/use_qemu.rc', 'scripts/redstack']",4240,MERGED,270668,0,11,0.0,3.666666667,1
"['requirements.txt', 'setup.cfg', 'releasenotes/source/conf.py']",26072,ABANDONED,477480,0,4,1.0,1.666666667,2
"['ansible/roles/common/defaults/main.yml', 'ansible/roles/common/tasks/main.yml']",14119,MERGED,263868,0,0,0.0,0.0,0
['deliverables/queens/openstack-ansible.yaml'],17068,MERGED,552844,0,0,0.0,0.0,0
['osci.yaml'],20634,ABANDONED,776105,0,0,0.0,0.0,0
['doc/source/admin/image-building.rst'],31506,MERGED,764268,2,2,2.0,2.0,1
"['global-requirements.txt', 'upper-constraints.txt']",6854,MERGED,639872,408,448,428.0,428.0,2
['README.rst'],7118,MERGED,646864,0,0,0.0,0.0,0
"['spec/classes/heat_db_mysql_spec.rb', 'manifests/db/mysql.pp']",3153,MERGED,176508,0,1,0.5,0.5,1
['config/general_config/featureset022.yml'],21686,ABANDONED,529408,5,5,5.0,5.0,1
"['neutron_vpnaas_dashboard/dashboards/project/vpn/forms.py', 'neutron_vpnaas_dashboard/dashboards/project/vpn/templates/vpn/_add_ike_policy_help.html', 'neutron_vpnaas_dashboard/dashboards/project/vpn/workflows.py', 'neutron_vpnaas_dashboard/dashboards/project/vpn/templates/vpn/_add_ipsec_policy_help.html']",841,MERGED,625442,0,0,0.0,0.0,0
['nailgun/static/js/views/dialogs.jsx'],8766,MERGED,127436,0,0,0.0,0.0,0
"['meta/main.yml', 'vars/suse.yml']",23163,MERGED,602357,1,1,1.0,1.0,2
"['tests/playbooks/run.yml', 'tests/templates/template_overrides.j2']",30491,MERGED,664151,0,3,1.5,1.5,1
"['zuul.d/project.yaml', 'zuul.d/jobs.yaml']",17068,MERGED,677976,6,9,7.5,7.5,2
"['doc/source/advanced_deployment/managing_plans_and_roles.rst', 'doc/source/advanced_deployment/network_isolation.rst', 'doc/source/advanced_deployment/advanced_deployment.rst', 'doc/source/post_deployment/scale_roles.rst', 'doc/source/advanced_deployment/profile_matching.rst', 'doc/source/post_deployment/delete_nodes.rst', 'doc/source/post_deployment/package_update.rst']",9712,MERGED,223605,0,0,0.0,0.0,0
"['requirements.txt', 'lower-constraints.txt']",11628,MERGED,734688,2,2,2.0,2.0,2
"['nova/pci/manager.py', 'nova/tests/unit/compute/test_resource_tracker.py', 'nova/tests/unit/compute/test_tracker.py', 'nova/compute/resource_tracker.py']",7461,MERGED,148904,0,0,0.0,0.0,0
['requirements.txt'],3,MERGED,79117,0,0,0.0,0.0,0
['.zuul.yaml'],3153,MERGED,530609,5,5,5.0,5.0,1
['gerrit/acls/starlingx/app-harbor.config'],28410,MERGED,883523,0,0,0.0,0.0,0
"['oslo/db/sqlalchemy/exc_filters.py', 'tests/sqlalchemy/test_exc_filters.py']",12363,MERGED,131095,0,0,0.0,0.0,0
['run_tests.sh'],9816,MERGED,855004,41,41,41.0,41.0,1
['test-ansible-functional.sh'],6816,MERGED,431538,3,3,3.0,3.0,1
