changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
['setup.cfg'],33950,MERGED,844729,0,0,0.0,0.0,0
"['watcher/decision_engine/strategy/strategies/cluster_maintenance.py', 'watcher/decision_engine/strategy/strategies/base.py', 'watcher/decision_engine/model/element/node.py', 'watcher/tests/decision_engine/strategy/strategies/test_cluster_maintenance.py', 'watcher/decision_engine/goal/goals.py', 'setup.cfg', 'watcher/common/exception.py', 'watcher/decision_engine/strategy/strategies/__init__.py']",24501,MERGED,479200,0,3,0.0,0.375,1
['test-requirements.txt'],7353,MERGED,306737,0,0,0.0,0.0,0
['docker/services/rabbitmq.yaml'],360,MERGED,426612,0,0,0.0,0.0,0
"['doc/config-reference/source/block-storage/drivers/dell-emc-scaleio-driver.rst', 'doc/config-reference/source/block-storage/volume-drivers.rst']",25033,MERGED,465143,0,0,0.0,0.0,0
"['deployment/puppet/l23network/spec/fixtures/provider/l23_stored_config/lnx_ubuntu__spec/ifcfg-bond0', 'deployment/puppet/l23network/spec/unit/puppet/provider/l23_stored_config/lnx_ubuntu__bond__spec.rb']",7468,MERGED,211488,0,0,0.0,0.0,0
"['releasenotes/source/zed.rst', 'releasenotes/source/index.rst']",22816,NEW,859117,0,0,0.0,0.0,0
"['tools/clean_oslo_namespaces.sh', 'tools/remove-namespace-packages-project.txt']",2472,MERGED,195263,0,0,0.0,0.0,0
"['tools/trove-pylint.config', 'trove/common/context.py']",13562,MERGED,511955,0,3,1.5,1.5,1
['doc/source/conf.py'],6547,ABANDONED,126157,0,0,0.0,0.0,0
['spec/classes/manila_keystone_auth_spec.rb'],3153,MERGED,260171,0,0,0.0,0.0,0
['upper-constraints.txt'],11131,MERGED,893363,577,577,577.0,577.0,1
['reference/projects.yaml'],15343,MERGED,326760,158,158,158.0,158.0,1
['deliverables/rocky/networking-baremetal.yaml'],11655,MERGED,590002,0,0,0.0,0.0,0
"['os_win/tests/unit/utils/network/test_networkutils.py', 'os_win/utils/network/networkutils.py']",8213,MERGED,558735,2,4,3.0,3.0,2
['src/tox.ini'],31289,MERGED,766614,0,0,0.0,0.0,0
['docker/kolla-kubernetes-toolbox/Dockerfile.j2'],10787,ABANDONED,384617,0,0,0.0,0.0,0
['LICENSE'],9414,MERGED,559222,0,0,0.0,0.0,0
"['keystoneauth1/identity/v3/oidc.py', 'keystoneauth1/tests/unit/identity/test_identity_v3_oidc.py']",91,MERGED,318733,0,0,0.0,0.0,0
['metadata.json'],9816,MERGED,826857,2,2,2.0,2.0,1
['tests/post.yml'],14826,MERGED,604698,0,0,0.0,0.0,0
"['grafana/roles/make_traefik', 'grafana/installGrafana.yml', 'grafana/roles/traefik_common', 'elk_metrics_6x/vars/variables.yml', 'grafana/roles/grafana', 'skydive/roles/traefik_common/templates/traefik.toml.j2']",7353,MERGED,637672,0,0,0.0,0.0,0
['.gitignore'],11131,MERGED,677358,0,0,0.0,0.0,0
['elements/puppet-stack-config/puppet-stack-config.pp'],6924,MERGED,517385,65,65,65.0,65.0,1
['reference/projects.yaml'],964,MERGED,352043,181,181,181.0,181.0,1
['cinder/brick/iscsi/iscsi.py'],2243,MERGED,53440,0,0,0.0,0.0,0
['api-ref/src/wadls/netconn-api/src/os-vpnaasv2.0-ext.wadl'],18122,MERGED,230303,0,0,0.0,0.0,0
"['hooks/neutron_api_context.py', 'unit_tests/test_neutron_api_context.py']",6737,MERGED,635667,4,5,4.5,4.5,2
['README.rst'],8556,MERGED,745038,0,0,0.0,0.0,0
['manila/templates/service-api.yaml'],35658,MERGED,895649,0,0,0.0,0.0,0
['kuryr/tests/base.py'],12069,MERGED,221035,1,1,1.0,1.0,1
['horizon/tables/actions.py'],24903,MERGED,462803,0,0,0.0,0.0,0
['global-requirements.txt'],5638,MERGED,280968,157,157,157.0,157.0,1
['update.py'],6593,MERGED,31191,0,0,0.0,0.0,0
['ansible/library/kolla_docker.py'],14119,MERGED,262845,0,0,0.0,0.0,0
['puppet-{{cookiecutter.project_name}}/Gemfile'],9414,ABANDONED,559530,0,0,0.0,0.0,0
"['openstack_dashboard/dashboards/admin/metering/panel.py', 'openstack_dashboard/dashboards/admin/metering/views.py', 'openstack_dashboard/test/tests/utils.py', 'openstack_dashboard/dashboards/admin/metering/templates/metering/stats.html', 'openstack_dashboard/dashboards/admin/metering/templates/metering/index.html', 'openstack_dashboard/dashboards/admin/metering/__init__.py', 'releasenotes/notes/remove-ceilometer-support-376d38802a3ef833.yaml', 'openstack_dashboard/dashboards/admin/metering/tests.py', 'openstack_dashboard/conf/ceilometer_policy.json', 'openstack_dashboard/test/test_data/ceilometer_data.py', 'openstack_dashboard/dashboards/admin/metering/templates/metering/daily.html', 'openstack_dashboard/dashboards/admin/metering/tables.py', 'openstack_dashboard/enabled/_2030_admin_metering_panel.py', 'openstack_dashboard/api/ceilometer.py', 'openstack_dashboard/utils/metering.py', 'openstack_dashboard/api/__init__.py', 'openstack_dashboard/dashboards/admin/metering/forms.py', 'openstack_dashboard/local/local_settings.py.example', 'openstack_dashboard/settings.py', 'openstack_dashboard/dashboards/admin/metering/urls.py', 'openstack_dashboard/test/helpers.py', 'openstack_dashboard/test/api_tests/ceilometer_tests.py', 'openstack_dashboard/dashboards/admin/metering/templates/metering/_daily.html', 'openstack_dashboard/test/test_data/keystone_data.py', 'openstack_dashboard/test/test_data/exceptions.py', 'openstack_dashboard/test/test_data/utils.py', 'openstack_dashboard/dashboards/admin/metering/tabs.py']",5623,MERGED,399298,0,5,0.0,0.37037037,3
"['puppet/blockstorage-config.yaml', 'puppet/config.role.j2.yaml', 'puppet/objectstorage-config.yaml', 'puppet/cephstorage-config.yaml', 'puppet/all-nodes-config.yaml']",4328,MERGED,378737,0,20,0.0,4.0,1
['yaql/standard_library/regex.py'],20563,MERGED,324591,0,0,0.0,0.0,0
['doc/install-guide/source/launch-instance-selfservice.rst'],10497,MERGED,393975,0,0,0.0,0.0,0
"['requirements.txt', 'setup.py']",11131,MERGED,224600,0,0,0.0,0.0,0
['.gitreview'],22816,MERGED,789598,0,0,0.0,0.0,0
['.gitignore'],13039,MERGED,232345,0,0,0.0,0.0,0
"['doc/admin-guide-cloud-rst/source/objectstorage.rst', 'doc/admin-guide-cloud-rst/source/objectstorage-troubleshoot.rst']",12686,MERGED,210995,0,0,0.0,0.0,0
"['tools/inactive_project_report.sh', 'tools/list_changes_unreleased_deliverables.sh']",11904,MERGED,546001,0,0,0.0,0.0,0
"['tests/gate-basic-xenial-pike', 'test-requirements.txt', 'Makefile', 'tests/gate-basic-trusty-mitaka', 'tests/bundles/xenial-queens.yaml', 'tests/bundles/xenial-pike.yaml', 'tests/README.md', 'tests/bundles/bionic-rocky.yaml', 'tests/gate-basic-xenial-mitaka', 'tests/bundles/bionic-queens.yaml', 'tests/gate-basic-bionic-stein', 'tests/bundles/xenial-ocata.yaml', 'tests/bundles/disco-stein.yaml', 'tests/gate-basic-xenial-ocata', 'tests/gate-basic-disco-stein', 'tests/bundles/xenial-mitaka.yaml', 'tests/bundles/bionic-stein.yaml', 'tests/bundles/bionic-train.yaml', 'tests/bundles/trusty-mitaka.yaml', 'tests/tests.yaml', 'tests/basic_deployment.py', 'tests/dev-basic-cosmic-rocky', 'tests/gate-basic-bionic-queens', 'tests/gate-basic-xenial-queens', 'tests/gate-basic-bionic-rocky', 'tox.ini']",30944,MERGED,691445,0,0,0.0,0.0,0
['src/locales/zh.json'],33636,MERGED,820310,0,0,0.0,0.0,0
"['keystone/test/system/test_request_specs.py', 'keystone/common/wsgi.py']",4,MERGED,46,0,0,0.0,0.0,0
['tox.ini'],31020,ABANDONED,736552,0,0,0.0,0.0,0
"['doc/source/results/queens/ptl.yaml', 'doc/source/results/stein/ptl.yaml', 'doc/source/results/rocky/ptl.yaml', 'tools/ptl-election-summary.py', 'doc/source/results/ocata/ptl.yaml', 'doc/source/results/pike/ptl.yaml']",12898,MERGED,589682,0,0,0.0,0.0,0
"['neutron/plugins/ml2/drivers/openvswitch/agent/ovs_neutron_agent.py', 'neutron/tests/unit/plugins/ml2/drivers/openvswitch/agent/test_ovs_neutron_agent.py']",9656,MERGED,259509,0,1,0.5,0.5,1
['neutron/tests/contrib/hooks/trunk'],21302,ABANDONED,485093,1,1,1.0,1.0,1
"['freezer/common/config.py', 'doc/source/user/freezer-agent.rst', 'README.rst', 'freezer/scheduler/scheduler_job.py']",14509,MERGED,377410,0,1,0.0,0.25,1
['tox.ini'],24501,ABANDONED,769886,5,5,5.0,5.0,1
['setup.cfg'],11131,MERGED,500278,3,3,3.0,3.0,1
['tempest/api/network/test_ports.py'],748,ABANDONED,291503,1,1,1.0,1.0,1
"['nova_powervm/virt/powervm/driver.py', 'nova_powervm/virt/powervm/disk/ssp.py', 'nova_powervm/virt/powervm/media.py', 'nova_powervm/tests/virt/powervm/volume/test_npiv.py', 'nova_powervm/tests/virt/powervm/test_live_migration.py', 'nova_powervm/virt/powervm/tasks/storage.py', 'nova_powervm/virt/powervm/volume/driver.py', 'nova_powervm/virt/powervm/vios.py', 'nova_powervm/tests/virt/powervm/volume/test_vscsi.py', 'nova_powervm/virt/powervm/volume/vscsi.py', 'nova_powervm/virt/powervm/disk/localdisk.py', 'nova_powervm/virt/powervm/live_migration.py']",14070,ABANDONED,216896,0,0,0.0,0.0,0
['README.md'],27191,MERGED,568780,0,0,0.0,0.0,0
"['heat/engine/resources/cloud_watch.py', 'heat/engine/resources/ceilometer/alarm.py']",4257,MERGED,61788,0,0,0.0,0.0,0
['container_config_scripts/pacemaker_restart_bundle.sh'],20778,MERGED,744529,0,0,0.0,0.0,0
"['os_win/tests/utils/compute/test_livemigrationutils.py', 'os_win/utils/compute/livemigrationutils.py']",8543,MERGED,258511,0,0,0.0,0.0,0
['setup.py'],11536,ABANDONED,725445,23,23,23.0,23.0,1
['manifests/params.pp'],9414,MERGED,624547,3,3,3.0,3.0,1
['README.md'],19935,MERGED,429482,0,0,0.0,0.0,0
"['nova/virt/libvirt/volume/smbfs.py', 'nova/virt/libvirt/volume/remotefs.py']",9555,ABANDONED,383860,0,1,0.5,0.5,1
['nova/virt/ironic/patcher.py'],10765,MERGED,190675,0,0,0.0,0.0,0
['zuul.d/project.yaml'],6773,MERGED,773894,6,6,6.0,6.0,1
['specs/version1/stats_api.rst'],6116,MERGED,352666,0,0,0.0,0.0,0
"['nova/tests/functional/v3/test_floating_ips.py', 'nova/api/openstack/compute/plugins/v3/floating_ips.py']",14131,MERGED,150313,0,0,0.0,0.0,0
['Vagrantfile'],11131,MERGED,488477,0,0,0.0,0.0,0
"['docs/source/conf.py', 'setup.py', 'devops/__init__.py']",12867,MERGED,205129,0,0,0.0,0.0,0
"['opencontrail/files/3.0/contrail-keystone-auth.conf', 'metadata/service/control/control.yml', 'opencontrail/files/2.2/contrail-keystone-auth.conf']",20194,MERGED,342109,0,0,0.0,0.0,0
['ci-scripts/basic.sh'],12715,ABANDONED,323369,0,0,0.0,0.0,0
"['labs/lib/osbash/virtualbox.functions', 'labs/osbash.sh']",11109,MERGED,116967,0,0,0.0,0.0,0
"['templates/kilo/cinder.conf', 'hooks/charmhelpers/contrib/openstack/utils.py', 'hooks/charmhelpers/fetch/snap.py', 'tests/charmhelpers/contrib/amulet/utils.py', 'hooks/charmhelpers/contrib/openstack/templating.py', 'hooks/charmhelpers/fetch/ubuntu.py']",26458,ABANDONED,487366,0,1,0.0,0.333333333,2
['nova/network/linux_net.py'],12119,MERGED,116150,0,0,0.0,0.0,0
"['nova/tests/unit/db/test_db_api.py', 'nova/db/sqlalchemy/api.py']",6873,MERGED,468528,4,8,6.0,6.0,2
"['doc/source/user/index.rst', 'doc/source/user/prod/provnet_groups.rst', 'etc/openstack_deploy/openstack_user_config.yml.provnet-group.example', 'doc/source/user/figures/arch-layout-provnet-groups.png']",16011,MERGED,635013,0,1,0.0,0.25,1
"['ironic_python_agent/hardware.py', 'ironic_python_agent/tests/unit/test_inspector.py', 'ironic_python_agent/inspector.py', 'ironic_python_agent/tests/unit/test_hardware.py']",12898,ABANDONED,594591,1,15,6.0,7.0,4
['puppet/manifests/overcloud_controller_pacemaker.pp'],8297,MERGED,294517,45,45,45.0,45.0,1
"['setup.cfg', 'tox.ini']",9796,MERGED,340773,6,10,8.0,8.0,2
['bindep.txt'],11131,MERGED,727291,0,0,0.0,0.0,0
['specs/kilo/configurationlanguages.rst'],13931,ABANDONED,141335,0,0,0.0,0.0,0
['neutron/notifiers/nova.py'],1561,MERGED,275336,3,3,3.0,3.0,1
"['doc/source/index.rst', '.gitignore', 'README.rst', '.zuul.yaml', 'doc/source/cli/index.rst', 'doc/source/conf.py', 'doc/requirements.txt', 'tox.ini']",10239,MERGED,604337,0,1,1.0,0.75,6
"['jenkins/jobs/projects.yaml', 'zuul/layout.yaml']",9664,MERGED,390157,391,651,521.0,521.0,2
"['tricircle/api/controllers/root.py', 'tricircle/api/controllers/routing.py', 'tricircle/tests/unit/api/controllers/test_routing.py']",22559,MERGED,375976,0,0,0.0,0.0,0
['test/unit/proxy/controllers/test_container.py'],12193,MERGED,271160,0,0,0.0,0.0,0
['lib/puppet/provider/vs_port/ovs_redhat.rb'],13294,MERGED,273174,0,0,0.0,0.0,0
['.gitreview'],2472,MERGED,293688,0,0,0.0,0.0,0
['requirements.txt'],11131,MERGED,523728,0,0,0.0,0.0,0
['tox.ini'],17499,MERGED,574569,0,0,0.0,0.0,0
['spec/classes/glance_spec.rb'],16137,MERGED,634652,0,0,0.0,0.0,0
"['magnumclient/tests/v1/test_clustertemplates.py', 'magnumclient/v1/cluster_templates_shell.py', 'magnumclient/v1/cluster_templates.py']",7770,ABANDONED,389038,0,0,0.0,0.0,0
"['sushy_tools/emulator/main.py', 'sushy_tools/emulator/resources/systems/libvirtdriver.py', 'releasenotes/notes/add-simple-storage-resource-200e78d78c6aa8df.yaml', 'sushy_tools/emulator/resources/systems/novadriver.py', 'sushy_tools/tests/unit/emulator/test_main.py', 'sushy_tools/emulator/templates/simple_storage.json', 'sushy_tools/emulator/templates/simple_storage_collection.json', 'sushy_tools/tests/unit/emulator/domain_simple_storage.xml', 'sushy_tools/tests/unit/emulator/resources/systems/test_nova.py', 'sushy_tools/tests/unit/emulator/resources/systems/test_libvirt.py', 'sushy_tools/emulator/resources/systems/base.py']",30013,MERGED,667328,0,2,0.0,0.181818182,1
['neutronclient/neutron/v2_0/__init__.py'],27560,MERGED,555301,2,2,2.0,2.0,1
