changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
"['.gitreview', 'scripts/scripts-library.sh', 'doc/source/admin/troubleshooting.rst', 'playbooks/defaults/repo_packages/openstack_testing.yml', 'ansible-role-requirements.yml']",17068,MERGED,649892,0,172,6.0,45.4,4
"['templates/ironic.conf.j2', 'defaults/main.yml']",17264,ABANDONED,385125,0,2,1.0,1.0,1
"['octavia/api/v2/controllers/load_balancer.py', 'octavia/api/v1/controllers/member.py', 'octavia/api/v2/controllers/health_monitor.py', 'octavia/api/v1/controllers/listener.py', 'octavia/api/v1/controllers/load_balancer.py', 'octavia/tests/functional/db/test_repositories.py', 'octavia/tests/unit/controller/worker/tasks/test_database_tasks_quota.py', 'octavia/common/constants.py', 'octavia/api/v1/controllers/health_monitor.py', 'octavia/api/v2/controllers/pool.py', 'octavia/db/repositories.py', 'octavia/api/v2/controllers/l7policy.py', 'octavia/api/v2/controllers/l7rule.py', 'octavia/api/v2/controllers/member.py', 'octavia/controller/worker/tasks/database_tasks.py', 'octavia/api/v1/controllers/pool.py']",28329,ABANDONED,596665,0,11,3.0,3.4375,15
['magnum/tests/unit/db/test_bay.py'],12175,MERGED,195381,0,0,0.0,0.0,0
['puppet/services/neutron-plugin-nsx.yaml'],12024,MERGED,618796,3,3,3.0,3.0,1
"['doc/source/users/guides/connect.rst', 'doc/source/users/guides/connect_from_config.rst']",6547,MERGED,268679,0,0,0.0,0.0,0
"['diskimage_builder/elements/simple-pip/source-repository-pip-and-virtualenv', 'diskimage_builder/elements/simple-pip/bin/cleanup-pip.sh', 'diskimage_builder/elements/simple-pip/element-provides', 'diskimage_builder/elements/simple-pip/environment.d/51-pip-and-virutalenv-default.bash', 'diskimage_builder/elements/simple-pip/pkg-map', 'diskimage_builder/elements/simple-pip/post-install.d/89-clean-up-pip-cache', 'diskimage_builder/elements/simple-pip/package-installs.yaml', 'diskimage_builder/elements/simple-pip/install.d/04-install-pip', 'diskimage_builder/elements/simple-pip/README.rst', 'diskimage_builder/elements/simple-pip/element-deps', 'diskimage_builder/elements/simple-init/element-deps', 'diskimage_builder/elements/pip-and-virtualenv/element-provides']",2,NEW,707499,0,0,0.0,0.0,0
['doc/source/conf.py'],6547,MERGED,285832,0,0,0.0,0.0,0
"['tools/deployment/armada/multinode/armada-osh.yaml', 'tools/deployment/armada/generate-passwords.sh', 'tools/deployment/armada/multinode/armada-lma.yaml']",17591,MERGED,591808,1,6,5.0,4.0,3
"['spec/classes/heat_cache_spec.rb', 'manifests/cache.pp']",14250,MERGED,764764,1,1,1.0,1.0,2
['setup.cfg'],32238,MERGED,763707,3,3,3.0,3.0,1
"['ceilometer/storage/impl_mongodb.py', 'ceilometer/storage/impl_db2.py']",1669,MERGED,54553,0,0,0.0,0.0,0
['releasenotes/notes/bug-1783790-multiattach-none-when-manage-volume-yu7du8yth78i0e6b.yaml'],23081,MERGED,599298,0,0,0.0,0.0,0
"['nova/virt/libvirt/driver.py', 'nova/tests/compute/test_compute_mgr.py', 'nova/compute/manager.py', 'nova/tests/virt/libvirt/test_driver.py']",6484,MERGED,131613,0,1,0.5,0.5,2
"['setup.cfg', 'tox.ini', '.zuul.d/cross-jobs.yaml']",29313,MERGED,821800,0,13,4.0,5.666666667,2
['nova/tests/functional/regressions/test_bug_1914777.py'],4690,MERGED,777218,0,0,0.0,0.0,0
['labs/osbash.sh'],11109,MERGED,117414,0,0,0.0,0.0,0
"['nova/tests/unit/compute/test_compute_mgr.py', 'nova/compute/manager.py']",16907,MERGED,298997,1,13,7.0,7.0,2
"['codegenerator/openapi/cinder.py', 'codegenerator/openapi/cinder_schemas/volume_transfer.py']",27900,MERGED,918126,0,1,0.5,0.5,1
"['nova/virt/libvirt/driver.py', '.zuul.yaml', 'nova/compute/manager.py', 'devstack/nova-multi-cell-blacklist.txt']",10135,ABANDONED,765145,0,97,77.5,63.0,3
['openstackclient/tests/unit/test_shell.py'],20190,MERGED,373597,0,0,0.0,0.0,0
['doc/install-guide/object-storage/section_start-storage-node-services.xml'],6547,MERGED,57308,0,0,0.0,0.0,0
"['swift/common/crypto_utils.py', 'test/unit/common/middleware/test_keymaster.py', 'swift/common/middleware/encrypter.py', 'swift/common/middleware/keymaster.py', 'test/unit/proxy/controllers/test_base.py', 'swift/common/request_helpers.py', 'swift/common/middleware/decrypter.py']",12279,MERGED,298063,0,0,0.0,0.0,0
['tox.ini'],5367,MERGED,604227,14,14,14.0,14.0,1
['doc/requirements.txt'],27781,ABANDONED,666351,0,0,0.0,0.0,0
"['rally/plugins/openstack/scenarios/nova/utils.py', 'rally/plugins/openstack/scenarios/nova/servers.py']",18404,ABANDONED,374502,0,0,0.0,0.0,0
['tempest/api/compute/servers/test_list_server_filters.py'],8607,MERGED,65227,0,0,0.0,0.0,0
"['nova/tests/unit/virt/test_hardware.py', 'nova/virt/hardware.py']",15334,MERGED,285321,0,0,0.0,0.0,0
"['heat/engine/resources/openstack/neutron/floatingip.py', 'heat/tests/openstack/neutron/test_neutron_floating_ip.py']",13009,ABANDONED,259047,0,0,0.0,0.0,0
"['tempest/api/volume/admin/test_groups.py', 'tempest/api/object_storage/test_container_acl_negative.py', 'tempest/api/compute/servers/test_servers_microversions.py', 'tempest/api/object_storage/test_container_sync.py', 'tempest/api/compute/admin/test_quotas.py', 'tempest/api/compute/base.py', 'tempest/api/object_storage/test_account_quotas.py', 'tempest/api/image/v2/admin/test_images.py', 'tempest/api/object_storage/test_object_services.py', 'tempest/api/volume/admin/test_volumes_backup.py', 'tempest/api/object_storage/test_object_version.py', 'tempest/api/image/v2/admin/test_images_metadefs_namespace_tags.py', 'tempest/api/object_storage/test_object_formpost_negative.py', 'tempest/api/volume/base.py', 'tempest/api/compute/servers/test_create_server_multi_nic.py', 'tempest/api/object_storage/test_account_services.py', 'tempest/api/volume/admin/test_multi_backend.py', 'tempest/api/compute/keypairs/base.py', 'tempest/api/compute/servers/test_device_tagging.py', 'tempest/api/image/v2/admin/test_image_caching.py', 'tempest/api/compute/flavors/test_flavors_negative.py', 'tempest/api/compute/servers/test_server_group.py', 'tempest/api/image/v2/test_images.py', 'tempest/api/compute/servers/test_list_server_filters.py', 'tempest/api/image/v2/test_images_tags.py', 'tempest/api/volume/admin/test_snapshot_manage.py', 'tempest/api/compute/images/test_image_metadata.py', 'tempest/api/volume/test_volumes_negative.py', 'tempest/api/volume/test_volumes_get.py', 'tempest/api/object_storage/test_container_services.py', 'tempest/api/compute/admin/test_keypairs_v210.py', 'tempest/api/compute/servers/test_server_actions.py', 'tempest/api/compute/servers/test_attach_interfaces.py', 'tempest/api/image/v2/admin/test_image_task.py', 'tempest/api/volume/admin/test_volume_manage.py', 'tempest/api/volume/admin/test_user_messages.py', 'tempest/api/compute/admin/test_security_groups.py', 'tempest/api/compute/admin/test_quotas_negative.py', 'tempest/api/image/v2/test_images_tags_negative.py', 'tempest/api/volume/admin/test_volume_quota_classes.py', 'tempest/api/volume/test_volumes_snapshots_negative.py', 'tempest/api/compute/security_groups/test_security_group_rules_negative.py', 'tempest/api/compute/servers/test_servers_negative.py', 'tempest/api/compute/admin/test_live_migration.py', 'tempest/api/compute/security_groups/test_security_groups_negative.py', 'tempest/api/compute/servers/test_server_tags.py', 'tempest/api/object_storage/test_container_acl.py', 'tempest/api/compute/admin/test_flavors_extra_specs.py', 'tempest/api/image/v2/admin/test_images_metadefs_namespace_properties.py', 'tempest/api/compute/images/test_images_negative.py', 'tempest/api/compute/images/test_list_image_filters.py', 'tempest/api/compute/servers/test_servers.py', 'tempest/api/object_storage/test_object_formpost.py', 'tempest/api/compute/admin/test_live_migration_negative.py', 'tempest/api/compute/admin/test_servers.py', 'tempest/api/compute/admin/test_migrations.py', 'tempest/api/volume/test_volumes_snapshots.py', 'tempest/api/volume/admin/test_group_snapshots.py', 'tempest/api/object_storage/test_container_services_negative.py', 'tempest/api/compute/keypairs/test_keypairs_v22.py', 'tempest/api/compute/servers/test_create_server.py', 'tempest/api/volume/test_volumes_backup.py', 'tempest/api/image/base.py', 'tempest/api/compute/security_groups/test_security_groups.py', 'tempest/api/object_storage/test_object_temp_url_negative.py', 'tempest/api/compute/images/test_images.py', 'tempest/api/compute/keypairs/test_keypairs_negative.py', 'tempest/api/compute/admin/test_agents.py', 'tempest/api/object_storage/test_object_slo.py', 'tempest/api/compute/volumes/test_volumes_negative.py', 'tempest/api/compute/admin/test_flavors_extra_specs_negative.py', 'tempest/api/image/v2/admin/test_images_metadefs_namespace_objects.py', 'tempest/api/object_storage/test_container_quotas.py', 'tempest/api/volume/admin/test_volume_types.py', 'tempest/api/compute/admin/test_aggregates_negative.py', 'tempest/api/compute/admin/test_create_server.py', 'tempest/api/object_storage/base.py', 'tempest/api/volume/admin/test_group_types.py', 'tempest/api/compute/keypairs/test_keypairs.py', 'tempest/api/image/v2/admin/test_images_metadefs_namespaces.py', 'tempest/api/compute/volumes/test_volumes_get.py', 'tempest/api/compute/volumes/test_volume_snapshots.py', 'tempest/api/compute/images/test_images_oneserver.py', 'tempest/api/compute/admin/test_flavors.py']",22873,MERGED,902252,0,16,1.0,1.797619048,43
['heat/engine/stack.py'],12404,MERGED,206506,2,2,2.0,2.0,1
['deliverables/newton/congress.yaml'],8215,MERGED,371625,0,0,0.0,0.0,0
"['nova/tests/unit/compute/test_rpcapi.py', 'nova/conductor/api.py', 'nova/tests/unit/cells/test_cells_rpcapi.py', 'nova/tests/unit/conductor/test_conductor.py', 'nova/cells/messaging.py', 'nova/tests/unit/cells/test_cells_messaging.py', 'nova/conductor/rpcapi.py', 'nova/cells/manager.py', 'nova/tests/unit/compute/test_compute_api.py', 'nova/conductor/manager.py', 'nova/tests/unit/cells/test_cells_manager.py', 'nova/compute/manager.py', 'nova/compute/rpcapi.py', 'nova/cells/rpcapi.py', 'nova/compute/api.py']",6873,ABANDONED,150607,0,1,0.0,0.133333333,2
"['releasenotes/source/2024.1.rst', 'releasenotes/source/index.rst']",22816,MERGED,912159,0,0,0.0,0.0,0
"['.gitignore', 'mistraldashboard/static/mistraldashboard/scss/style.scss']",10127,MERGED,122050,0,0,0.0,0.0,0
"['heat/engine/update.py', 'heat/tests/test_stack_update.py']",7404,MERGED,170181,0,0,0.0,0.0,0
"['spec/classes/manila_keystone_authtoken_spec.rb', 'releasenotes/notes/authtoken_manage_memcache_package-4b61e2686c38d698.yaml', 'manifests/keystone/authtoken.pp']",8318,MERGED,420096,0,0,0.0,0.0,0
"['test-requirements.txt', 'keystonemiddleware/tests/unit/auth_token/test_memcache_crypt.py']",8482,ABANDONED,466938,0,4,2.0,2.0,1
['manila/utils.py'],6529,MERGED,122399,0,0,0.0,0.0,0
"['nova/tests/unit/virt/disk/vfs/fakeguestfs.py', 'nova/tests/unit/virt/disk/vfs/test_guestfs.py', 'nova/tests/unit/virt/disk/test_inject.py', 'nova/virt/disk/api.py']",13252,ABANDONED,733982,0,3,1.0,1.25,3
