changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
"['lib/cinder', 'lib/tempest']",6796,MERGED,31601,0,0,0.0,0.0,0
"['ceilometer/storage/impl_hbase.py', 'ceilometer/storage/hbase/utils.py']",10987,MERGED,106376,0,0,0.0,0.0,0
"['nova/tests/functional/regressions/test_bug_1746509.py', 'nova/objects/instance.py']",4690,MERGED,555923,0,3,1.5,1.5,1
"['nova/exception.py', 'nova/crypto.py']",7233,MERGED,99373,0,0,0.0,0.0,0
"['ceilometermiddleware/swift.py', 'ceilometermiddleware/tests/test_swift.py']",30092,MERGED,754643,1,1,1.0,1.0,2
['tools/fast-specs.sh'],4690,MERGED,835930,0,0,0.0,0.0,0
"['quantum/extensions/agentscheduler.py', 'quantum/api/extensions.py', 'quantum/api/v2/resource.py', 'quantum/tests/unit/openvswitch/test_agent_scheduler.py', 'quantum/tests/unit/test_extensions.py']",5754,ABANDONED,23664,0,0,0.0,0.0,0
['neutron/agent/linux/iptables_firewall.py'],9656,MERGED,413645,4,4,4.0,4.0,1
['puppet/manifests/overcloud_controller_pacemaker.pp'],6796,MERGED,245161,22,22,22.0,22.0,1
"['openstack_dashboard/dashboards/admin/networks/forms.py', 'openstack_dashboard/dashboards/project/network_topology/utils.py', 'openstack_dashboard/dashboards/project/network_topology/views.py', 'openstack_dashboard/dashboards/project/networks/ports/workflows.py', 'openstack_dashboard/dashboards/admin/routers/panel.py', 'openstack_dashboard/dashboards/admin/floating_ips/panel.py', 'openstack_dashboard/dashboards/project/floating_ips/panel.py', 'openstack_dashboard/api/neutron.py', 'openstack_dashboard/dashboards/project/networks/views.py', 'openstack_dashboard/dashboards/project/networks/workflows.py', 'openstack_dashboard/dashboards/project/routers/panel.py', 'openstack_dashboard/dashboards/admin/info/tables.py', 'openstack_dashboard/dashboards/project/security_groups/forms.py', 'openstack_dashboard/dashboards/admin/rbac_policies/panel.py']",841,ABANDONED,684793,0,1,0.0,0.071428571,1
['.zuul.yaml'],9816,MERGED,919643,47,47,47.0,47.0,1
"['neutron/agent/linux/conntrackd_manager.py', 'neutron/agent/l3_agent.py', 'etc/neutron/rootwrap.d/l3.filters']",7141,ABANDONED,80332,0,0,0.0,0.0,0
"['Berksfile.lock', 'Berksfile']",26,MERGED,51311,0,0,0.0,0.0,0
['tools/playbooks/common/install_dependencies.yaml'],15343,MERGED,774481,0,0,0.0,0.0,0
['keystone/tests/test_v3_auth.py'],5046,ABANDONED,109757,0,0,0.0,0.0,0
"['nailgun/static/js/views/dialogs.jsx', 'nailgun/nailgun/api/v1/validators/cluster.py']",9091,ABANDONED,180927,0,0,0.0,0.0,0
['lib/placement'],6873,MERGED,417088,3,3,3.0,3.0,1
['specs/ocata/redirects'],11750,MERGED,428280,0,0,0.0,0.0,0
"['deliverables/xena/kolla.yaml', 'deliverables/yoga/kolla.yaml', 'deliverables/wallaby/kolla.yaml', 'deliverables/yoga/kolla-ansible.yaml', 'deliverables/xena/kolla-ansible.yaml', 'deliverables/wallaby/kolla-ansible.yaml']",30491,MERGED,852028,0,1,0.0,0.333333333,2
"['tasks/octavia_amp_image.yml', 'tasks/octavia_mgmt_network.yml', 'tasks/octavia_security_group.yml', 'tasks/octavia_flavor_create.yml']",23182,MERGED,686553,1,4,2.5,2.5,4
"['sahara/utils/api_validator.py', '.zuul.yaml', 'sahara/tests/unit/utils/test_api_validator.py', 'sahara/utils/openstack/images.py']",28619,MERGED,867643,0,13,0.0,3.25,1
['roles/overcloud-prep-config/defaults/main.yml'],8042,MERGED,554225,4,4,4.0,4.0,1
['tox.ini'],9107,MERGED,306493,2,2,2.0,2.0,1
"['trove/guestagent/datastore/redis/service.py', 'trove/taskmanager/models.py']",4458,ABANDONED,71807,0,0,0.0,0.0,0
"['neutron_vpnaas/db/migration/alembic_migrations/versions/3ea02b2a773e_add_index_tenant_id.py', 'neutron_vpnaas/db/migration/alembic_migrations/script.py.mako', 'neutron_vpnaas/db/migration/alembic_migrations/versions/start_neutron_vpnaas.py']",9656,MERGED,206990,0,0,0.0,0.0,0
"['run_tests.sh', 'bindep.txt']",11131,MERGED,639521,0,1,0.5,0.5,1
['tacker_horizon/openstack_dashboard/dashboards/nfv/vnffgmanager/panel.py'],27068,MERGED,554867,0,0,0.0,0.0,0
"['test-requirements.txt', 'lower-constraints.txt', 'HACKING.rst']",9542,MERGED,575018,2,5,4.0,3.666666667,3
['keystone/federation/utils.py'],27900,NEW,915401,1,1,1.0,1.0,1
"['tripleoclient/v1/container_image.py', 'tripleoclient/tests/v1/test_container_image.py']",30073,MERGED,871903,15,32,23.5,23.5,2
"['scripts/files/trove-guest.upstart.conf', 'scripts/files/trove-guest.systemd.conf', 'scripts/redstack']",8415,ABANDONED,59060,0,0,0.0,0.0,0
['tripleoclient/v1/overcloud_upgrade.py'],8449,MERGED,570893,21,21,21.0,21.0,1
"['test/unit/proxy/test_server.py', 'test/unit/obj/test_server.py', 'test/unit/helpers.py', 'test/unit/container/test_updater.py', 'test/unit/container/test_server.py', 'test/__init__.py', 'test/unit/obj/test_updater.py', 'test/unit/common/test_wsgi.py', 'test/functional/__init__.py', 'test/unit/common/test_bufferedhttp.py', 'test/unit/obj/test_ssync.py', 'test/unit/obj/test_ssync_receiver.py']",15343,MERGED,464691,0,2,0.0,0.333333333,3
"['tools/with_venv.sh', 'tools/install_venv_common.py', 'tools/install_venv.py']",23733,MERGED,395547,0,0,0.0,0.0,0
['README.md'],6488,MERGED,69434,0,0,0.0,0.0,0
['deliverables/wallaby/python-ironic-inspector-client.yaml'],28522,ABANDONED,764731,0,0,0.0,0.0,0
"['nova/tests/unit/compute/test_compute_api.py', 'nova/tests/unit/compute/test_compute.py', 'nova/compute/manager.py', 'nova/compute/instance_actions.py', 'nova/compute/api.py', 'releasenotes/notes/fill-instance-action-record-gaps-14b36eba313d6d87.yaml']",15888,MERGED,525921,0,48,16.0,18.66666667,4
"['neutron/tests/unit/agent/linux/test_ip_conntrack.py', 'neutron/agent/linux/ip_conntrack.py']",7787,MERGED,293239,0,0,0.0,0.0,0
"['neutron/services/revisions/revision_plugin.py', 'neutron/tests/unit/services/revisions/test_revision_plugin.py']",11975,MERGED,851733,3,5,4.0,4.0,2
"['debian/changelog', 'debian/compat', 'debian/control']",16896,MERGED,401629,0,0,0.0,0.0,0
"['deployment/experimental/designate/designate-api-container-puppet.yaml', 'deployment/nova/nova-metadata-container-puppet.yaml', 'deployment/nova/nova-api-container-puppet.yaml', 'deployment/cinder/cinder-api-container-puppet.yaml', 'deployment/glance/glance-api-container-puppet.yaml', 'deployment/zaqar/zaqar-container-puppet.yaml', 'deployment/barbican/barbican-api-container-puppet.yaml', 'deployment/ironic/ironic-api-container-puppet.yaml', 'deployment/octavia/octavia-api-container-puppet.yaml', 'releasenotes/notes/memcache_use_advanced_pool-41ca18221e60c05a.yaml', 'deployment/gnocchi/gnocchi-api-container-puppet.yaml', 'deployment/nova/novajoin-container-puppet.yaml', 'deployment/neutron/neutron-api-container-puppet.yaml', 'deployment/mistral/mistral-base.yaml', 'deployment/heat/heat-base-puppet.yaml', 'deployment/placement/placement-api-container-puppet.yaml', 'deployment/manila/manila-api-container-puppet.yaml', 'deployment/aodh/aodh-api-container-puppet.yaml']",20778,MERGED,795497,0,27,12.0,12.66666667,17
['src/resources/security-group-rule.jsx'],34718,MERGED,840793,0,0,0.0,0.0,0
['heat/engine/resources/openstack/heat/software_deployment.py'],10873,ABANDONED,317286,5,5,5.0,5.0,1
"['doc/contributor-guide/source/blueprints-and-specs.rst', 'doc/contributor-guide/source/quickstart/developers.rst', 'doc/contributor-guide/source/docs-review.rst', 'doc/contributor-guide/source/index.rst', 'doc/contributor-guide/source/quickstart/new-projects.rst', 'doc/contributor-guide/source/quickstart/first-timers.rst']",9162,MERGED,346575,0,3,1.0,1.0,4
"['nailgun/nailgun/api/v1/validators/json_schema/node.py', 'nailgun/nailgun/test/integration/test_node_collection_handlers.py', 'nailgun/nailgun/api/v1/validators/node.py']",12661,ABANDONED,306377,1,2,2.0,1.666666667,3
"['neutron/locale/fil/LC_MESSAGES/neutron.po', 'neutron/locale/is_IS/LC_MESSAGES/neutron.po', 'neutron/locale/ka_GE/LC_MESSAGES/neutron.po', 'neutron/locale/ar/LC_MESSAGES/neutron.po', 'neutron/locale/cs/LC_MESSAGES/neutron.po', 'neutron/locale/sl_SI/LC_MESSAGES/neutron.po', 'neutron/locale/id/LC_MESSAGES/neutron.po', 'neutron/locale/eu_ES/LC_MESSAGES/neutron.po', 'neutron/locale/zh_CN/LC_MESSAGES/neutron.po', 'neutron/locale/ko/LC_MESSAGES/neutron.po', 'neutron/locale/ja/LC_MESSAGES/neutron.po', 'neutron/locale/ko_KR/LC_MESSAGES/neutron.po', 'neutron/locale/es_MX/LC_MESSAGES/neutron.po', 'neutron/locale/sk/LC_MESSAGES/neutron.po', 'neutron/locale/bn_IN/LC_MESSAGES/neutron.po', 'neutron/locale/ca/LC_MESSAGES/neutron.po', 'neutron/locale/sv/LC_MESSAGES/neutron.po', 'neutron/locale/kn/LC_MESSAGES/neutron.po', 'neutron/locale/fr/LC_MESSAGES/neutron.po', 'neutron/locale/gl/LC_MESSAGES/neutron.po', 'neutron/locale/zh_TW/LC_MESSAGES/neutron.po', 'neutron/locale/hi/LC_MESSAGES/neutron.po', 'neutron/locale/eu/LC_MESSAGES/neutron.po', 'neutron/locale/pl_PL/LC_MESSAGES/neutron.po', 'neutron/locale/tl/LC_MESSAGES/neutron.po', 'neutron/locale/ru/LC_MESSAGES/neutron.po', 'neutron/locale/pt_BR/LC_MESSAGES/neutron.po', 'neutron/locale/it/LC_MESSAGES/neutron.po', 'neutron/locale/nb/LC_MESSAGES/neutron.po', 'neutron/locale/ro/LC_MESSAGES/neutron.po', 'neutron/locale/uk/LC_MESSAGES/neutron.po', 'neutron/locale/tr_TR/LC_MESSAGES/neutron.po', 'neutron/locale/en_GB/LC_MESSAGES/neutron.po', 'neutron/locale/bg_BG/LC_MESSAGES/neutron.po', 'neutron/locale/hr/LC_MESSAGES/neutron.po', 'neutron/locale/hu/LC_MESSAGES/neutron.po', 'neutron/locale/it_IT/LC_MESSAGES/neutron.po', 'neutron/locale/ur/LC_MESSAGES/neutron.po', 'neutron/locale/pa_IN/LC_MESSAGES/neutron.po', 'neutron/locale/neutron.pot', 'neutron/locale/en_AU/LC_MESSAGES/neutron.po', 'neutron/locale/bs/LC_MESSAGES/neutron.po', 'neutron/locale/ml_IN/LC_MESSAGES/neutron.po', 'neutron/locale/km/LC_MESSAGES/neutron.po', 'neutron/locale/en_US/LC_MESSAGES/neutron.po', 'neutron/locale/fi_FI/LC_MESSAGES/neutron.po', 'neutron/locale/fa/LC_MESSAGES/neutron.po', 'neutron/locale/es/LC_MESSAGES/neutron.po', 'neutron/locale/ms/LC_MESSAGES/neutron.po', 'neutron/locale/vi_VN/LC_MESSAGES/neutron.po', 'neutron/locale/zh_HK/LC_MESSAGES/neutron.po', 'neutron/locale/ne/LC_MESSAGES/neutron.po', 'neutron/locale/ru_RU/LC_MESSAGES/neutron.po', 'neutron/locale/de/LC_MESSAGES/neutron.po', 'neutron/locale/pt/LC_MESSAGES/neutron.po', 'neutron/locale/mr_IN/LC_MESSAGES/neutron.po', 'neutron/locale/da/LC_MESSAGES/neutron.po', 'neutron/locale/nl_NL/LC_MESSAGES/neutron.po', 'neutron/locale/tl_PH/LC_MESSAGES/neutron.po', 'neutron/locale/sw_KE/LC_MESSAGES/neutron.po']",3,MERGED,64786,0,0,0.0,0.0,0
"['hooks/charmhelpers/core/host.py', 'hooks/charmhelpers/contrib/network/ip.py', 'hooks/charmhelpers/contrib/openstack/templates/haproxy.cfg', 'tests/charmhelpers/core/host.py', 'hooks/charmhelpers/contrib/openstack/context.py']",20870,ABANDONED,458404,0,0,0.0,0.0,0
['roles/tripleo-inventory/templates/get-overcloud-nodes.py.j2'],10969,ABANDONED,423852,0,0,0.0,0.0,0
['keystone/files/grafana_influxdb.json'],19300,MERGED,400778,0,0,0.0,0.0,0
"['releasenotes/notes/memcached.yaml', 'helm-toolkit/templates/snippets/_kubernetes_pod_anti_affinity.tpl', 'rabbitmq/templates/configmap-bin.yaml', 'rabbitmq/templates/configmap-etc.yaml', 'rabbitmq/Chart.yaml', 'releasenotes/notes/helm-toolkit.yaml', 'rabbitmq/templates/monitoring/prometheus/exporter-deployment.yaml', 'mariadb/templates/deployment-ingress.yaml', 'helm-toolkit/templates/snippets/_kubernetes_apparmor_configmap.tpl', 'memcached/templates/deployment.yaml', 'rabbitmq/templates/service-ingress-management.yaml', 'helm-toolkit/templates/snippets/_values_template_renderer.tpl', 'releasenotes/notes/rabbitmq.yaml', 'mariadb/Chart.yaml', 'memcached/templates/configmap-bin.yaml', 'helm-toolkit/templates/snippets/_kubernetes_metadata_labels.tpl', 'mariadb/templates/pod-test.yaml', 'helm-toolkit/templates/snippets/_kubernetes_pod_rbac_roles.tpl', 'helm-toolkit/Chart.yaml', 'mariadb/templates/statefulset.yaml', 'rabbitmq/templates/secret-rabbit-admin.yaml', 'helm-toolkit/templates/utils/_to_k8s_env_secret_vars.tpl', 'helm-toolkit/templates/snippets/_kubernetes_apparmor_volumes.tpl', 'releasenotes/notes/mariadb.yaml', 'rabbitmq/templates/job-cluster-wait.yaml', 'rabbitmq/templates/ingress-management.yaml', 'rabbitmq/templates/secret-erlang-cookie.yaml', 'rabbitmq/templates/pod-test.yaml', 'rabbitmq/templates/statefulset.yaml']",32090,MERGED,835487,0,4,1.0,1.103448276,18
['.zuul.yaml'],9816,MERGED,805519,3,3,3.0,3.0,1
['devstack-vm-gate-wrap.sh'],4146,MERGED,30778,0,0,0.0,0.0,0
"['README.rst', 'client_api_example.py']",19861,MERGED,341194,0,1,0.5,0.5,1
['tox.ini'],22165,ABANDONED,700339,1,1,1.0,1.0,1
['global-requirements.txt'],14760,MERGED,335133,216,216,216.0,216.0,1
['requirements.txt'],167,MERGED,113502,0,0,0.0,0.0,0
['tempest/services/image/v2/json/image_client.py'],6167,MERGED,251312,1,1,1.0,1.0,1
"['nova/tests/unit/compute/test_compute_mgr.py', 'nova/rpc.py']",6873,MERGED,508877,7,14,10.5,10.5,2
"['releasenotes/source/train.rst', 'releasenotes/source/index.rst']",22816,MERGED,685254,0,3,1.5,1.5,1
['src/charm.py'],12549,MERGED,886075,1,1,1.0,1.0,1
['global-requirements.txt'],9656,MERGED,111531,3,3,3.0,3.0,1
"['unit_tests/test_neutron_ovs_utils.py', 'hooks/neutron_ovs_utils.py', 'config.yaml']",7730,MERGED,660386,1,1,1.0,1.0,3
['quickstart-extras-requirements.txt'],26343,ABANDONED,558188,3,3,3.0,3.0,1
