changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
['tasks/cinder_init_systemd.yml'],7833,MERGED,338484,0,0,0.0,0.0,0
['elements/yum-minimal/root.d/08-yum-chroot'],7118,MERGED,401504,2,2,2.0,2.0,1
['README.md'],9414,MERGED,627131,0,0,0.0,0.0,0
"['deployment/puppet/murano/templates/logging.conf-nosyslog.erb', 'deployment/puppet/rsyslog/manifests/client.pp', 'deployment/puppet/openstack/templates/20-fuel.conf.erb', 'deployment/puppet/osnailyfacter/examples/site.pp', 'deployment/puppet/osnailyfacter/manifests/cluster_ha.pp', 'deployment/puppet/osnailyfacter/manifests/cluster_simple.pp', 'deployment/puppet/murano/manifests/conductor.pp', 'deployment/puppet/rsyslog/templates/53-murano.conf.erb', 'deployment/puppet/murano/manifests/keystone.pp', 'deployment/puppet/murano/manifests/cirros.pp', 'deployment/puppet/murano/manifests/init.pp', 'deployment/puppet/murano/manifests/repository.pp', 'deployment/puppet/openstack/manifests/logging.pp', 'deployment/puppet/murano/templates/logging.conf.erb', 'deployment/puppet/murano/manifests/api.pp']",9037,ABANDONED,74420,0,0,0.0,0.0,0
"['metadata.json', 'releasenotes/notes/remove-puppet-6-5d1f7385d5b2df6a.yaml']",9816,MERGED,883764,0,4,2.0,2.0,1
"['openstack/validations-libs/validations-libs.spec.j2', 'openstack/dib-utils/dib-utils.spec.j2', 'openstack/tripleo-common/tripleo-common.spec.j2', 'openstack/python-tripleoclient/python-tripleoclient.spec.j2']",8556,MERGED,910834,0,4,1.5,1.75,2
['ceilometer/publisher/utils.py'],10327,MERGED,123690,0,0,0.0,0.0,0
"['requirements.txt', 'oslo_config/generator.py']",21691,ABANDONED,637426,3,7,5.0,5.0,2
['neutron/tests/unit/test_l3_schedulers.py'],6788,MERGED,159505,2,2,2.0,2.0,1
['ceilometer/api/controllers/v2/alarm_rules/gnocchi.py'],13273,ABANDONED,164171,0,0,0.0,0.0,0
"['manifests/api.pp', 'spec/classes/magnum_api_spec.rb', 'releasenotes/notes/ssl-api-74d254dc2a0250ce.yaml']",9061,MERGED,366992,0,0,0.0,0.0,0
"['cinder/tests/unit/volume/drivers/test_tintri.py', 'cinder/tests/unit/volume/drivers/test_solidfire.py', 'cinder/tests/unit/volume/drivers/test_hgst.py', 'cinder/tests/unit/volume/drivers/test_drbdmanagedrv.py', 'cinder/tests/unit/volume/drivers/test_fujitsu.py']",18320,MERGED,357652,0,0,0.0,0.0,0
['test-requirements.txt'],11131,ABANDONED,534044,1,1,1.0,1.0,1
['scripts/collect_info.sh'],3009,MERGED,886115,0,0,0.0,0.0,0
['packages-list'],6476,MERGED,358353,0,0,0.0,0.0,0
"['.zuul.yaml', 'setup.cfg', 'tox.ini']",8556,MERGED,725372,14,64,19.0,32.33333333,3
['contrib/heat_keystoneclient_v2/heat_keystoneclient_v2/client.py'],11536,ABANDONED,107483,0,0,0.0,0.0,0
['heat/tests/openstack/neutron/test_neutron_subnet.py'],8289,MERGED,457558,4,4,4.0,4.0,1
['.gitreview'],22816,MERGED,907869,0,0,0.0,0.0,0
['README.rst'],26072,ABANDONED,469719,1,1,1.0,1.0,1
['roles/overcloud-deploy/DNM'],27898,ABANDONED,587743,2,2,2.0,2.0,1
"['neutron/common/ovn/utils.py', 'neutron/plugins/ml2/drivers/ovn/mech_driver/ovsdb/ovn_client.py', 'neutron/tests/functional/plugins/ml2/drivers/ovn/mech_driver/test_mech_driver.py', 'neutron/tests/unit/fake_resources.py', 'neutron/tests/unit/plugins/ml2/drivers/ovn/mech_driver/ovsdb/test_maintenance.py', 'neutron/plugins/ml2/drivers/ovn/mech_driver/ovsdb/impl_idl_ovn.py', 'neutron/tests/functional/plugins/ml2/drivers/ovn/mech_driver/ovsdb/test_maintenance.py', 'neutron/tests/unit/plugins/ml2/drivers/ovn/mech_driver/ovsdb/test_impl_idl_ovn.py', 'neutron/tests/unit/services/ovn_l3/test_plugin.py', 'releasenotes/notes/add-gw-port-support-for-FIP-fb97b85f5928740b.yaml', 'neutron/plugins/ml2/drivers/ovn/mech_driver/ovsdb/maintenance.py']",1004,MERGED,921034,0,29,5.0,7.090909091,10
['barbicanclient/secrets.py'],21797,MERGED,386938,0,0,0.0,0.0,0
"['docker/README.rst', 'docker/monasca-persister.conf.j2']",29970,MERGED,668341,0,0,0.0,0.0,0
['test'],22623,ABANDONED,822213,0,0,0.0,0.0,0
['scripts/gate-check-commit.sh'],6816,ABANDONED,234768,3,3,3.0,3.0,1
