changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
"['octavia/api/v2/controllers/load_balancer.py', 'octavia/tests/functional/api/v2/test_load_balancer.py', 'releasenotes/notes/fix-creating-fully-populated-load-balancer-ae57ffae5c017ac3.yaml']",9373,MERGED,635870,0,8,5.0,4.333333333,2
['tempest/common/utils/linux/remote_client.py'],5174,MERGED,92172,0,0,0.0,0.0,0
"['requirements.txt', 'test-requirements.txt']",11131,MERGED,278688,2,3,2.5,2.5,2
"['doc/source/development_middleware.rst', 'doc/source/development_saio.rst', 'doc/source/getting_started.rst', 'README.rst']",33787,MERGED,878513,0,0,0.0,0.0,0
['horizon/templates/horizon/common/_limit_summary.html'],5733,MERGED,59608,0,0,0.0,0.0,0
['.zuul.yaml'],27153,MERGED,592843,1,1,1.0,1.0,1
"['cinder/volume/drivers/dell_emc/vmax/fc.py', 'cinder/volume/drivers/dell_emc/vmax/provision.py', 'cinder/volume/drivers/dell_emc/vmax/rest.py', 'cinder/tests/unit/volume/drivers/dell_emc/vmax/test_vmax.py', 'cinder/volume/drivers/dell_emc/vmax/common.py', 'cinder/volume/drivers/dell_emc/vmax/iscsi.py', 'cinder/volume/drivers/dell_emc/vmax/utils.py']",12670,ABANDONED,548413,0,1,0.0,0.142857143,1
['heat/openstack/common/policy.py'],4328,MERGED,51145,0,0,0.0,0.0,0
"['doc/install-guide/source/neutron-controller-install-option1.rst', 'doc/install-guide/source/keystone-install.rst', 'doc/install-guide/source/nova-controller-install.rst', 'doc/install-guide/source/cinder-storage-install.rst', 'doc/install-guide/source/heat-install.rst', 'doc/install-guide/source/cinder-controller-install.rst', 'doc/install-guide/source/glance-install.rst', 'doc/install-guide/source/neutron-controller-install-option2.rst']",9515,ABANDONED,240315,0,0,0.0,0.0,0
['templates/designate.conf.j2'],28008,MERGED,585722,3,3,3.0,3.0,1
"['doc/source/index.rst', 'meta/main.yml']",17068,MERGED,525565,0,0,0.0,0.0,0
['gnocchi/tests/base.py'],1669,ABANDONED,315961,1,1,1.0,1.0,1
['docs/developer-env.md'],2834,MERGED,169578,0,0,0.0,0.0,0
['roles/libvirt/setup/undercloud/tasks/inject_repos.yml'],12715,MERGED,452286,0,0,0.0,0.0,0
"['swift/obj/ssync_receiver.py', 'test/unit/obj/test_ssync_receiver.py']",1216,MERGED,60417,0,0,0.0,0.0,0
['.gitreview'],22816,MERGED,867403,0,0,0.0,0.0,0
['.zuul.yaml'],12404,ABANDONED,771562,13,13,13.0,13.0,1
['nova/compute/manager.py'],9708,MERGED,525242,48,48,48.0,48.0,1
"['tasks/gnocchi_init_systemd.yml', 'handlers/main.yml']",24441,MERGED,523278,0,0,0.0,0.0,0
['sid-list'],6476,MERGED,353736,0,0,0.0,0.0,0
"['releasenotes/notes/rabbitmq.yaml', 'rabbitmq/Chart.yaml', 'rabbitmq/values.yaml', 'rabbitmq/templates/statefulset.yaml']",34293,MERGED,850519,0,4,2.0,2.0,3
['openstack/freezer-api/freezer-api.spec.j2'],7102,MERGED,687009,0,0,0.0,0.0,0
"['doc/src/docbkx/openstack-training/operator-fix-bug.xml', 'doc/src/docbkx/openstack-training/bk003-ch002-developer-getting-started.xml', 'doc/src/docbkx/openstack-training/bk003-ch001-developer-what-does-this-book-intend-to-teach.xml', 'doc/src/docbkx/openstack-training/bk002-ch002-operator-getting-started.xml', 'doc/src/docbkx/openstack-training/bk004-ch010-devops-assessment.xml', 'doc/src/docbkx/openstack-training/bk001-ch002-associate-getting-started.xml', 'doc/src/docbkx/openstack-training/bk002-ch001-operator-what-does-this-book-intend-to-teach.xml', 'doc/src/docbkx/openstack-training/bk001-ch001-associate-what-does-this-book-intend-to-teach.xml', 'doc/src/docbkx/openstack-training/bk004-ch002-devops-getting-started.xml', 'doc/src/docbkx/openstack-training/under-contruction-notice.xml', 'doc/src/docbkx/openstack-training/bk001-ch003-associate-general.xml', 'doc/src/docbkx/openstack-training/userstory-includes-template.xml', 'doc/src/docbkx/openstack-training/bk004-ch001-devops-what-does-this-book-intend-to-teach.xml', 'doc/src/docbkx/openstack-training/bk002-ch008-operator-assessment.xml', 'doc/src/docbkx/openstack-training/bk001-ch004-associate-assessment.xml', 'doc/src/docbkx/openstack-training/bk003-ch010-developer-assessment.xml', 'doc/src/docbkx/openstack-training/bk002-ch003-operations-general.xml', 'doc/src/docbkx/openstack-training/st-training-guides.xml', 'doc/src/docbkx/openstack-training/bk002-ch003-operator-general.xml', 'doc/src/docbkx/openstack-training/bookstub-general-templatestub.xml']",6923,MERGED,41181,0,0,0.0,0.0,0
