changed_files,owner_account_id,status,number,min_num_mod_file_dep_cha,max_num_mod_file_dep_cha,median_num_mod_file_dep_cha,mean_num_mod_file_dep_cha,num_mod_file_dep_cha
['trove/taskmanager/models.py'],6162,MERGED,48535,0,0,0.0,0.0,0
['config/general_config/featureset037.yml'],3153,ABANDONED,678244,9,9,9.0,9.0,1
['zun/container/docker/driver.py'],23517,MERGED,566778,16,16,16.0,16.0,1
['test-requirements.txt'],23874,MERGED,505253,0,0,0.0,0.0,0
['tox.ini'],22816,MERGED,875172,1,1,1.0,1.0,1
['specs/approved/classic-drivers-future.rst'],10239,MERGED,536298,0,0,0.0,0.0,0
"['doc/source/pike/schedule.rst', 'doc/source/index.rst', 'doc/source/pike/schedule.yaml']",308,MERGED,425254,0,2,0.0,0.666666667,1
['.zuul.yaml'],2472,MERGED,588786,1,1,1.0,1.0,1
['freezer/openstack/osclients.py'],21069,MERGED,738727,1,1,1.0,1.0,1
"['zuul.d/project.yaml', 'tox.ini']",34271,ABANDONED,874345,28,37,32.5,32.5,2
['openstack_dashboard/dashboards/admin/flavors/templates/flavors/extras/_edit.html'],841,MERGED,80032,0,0,0.0,0.0,0
"['openstack_dashboard/locale/pl_PL/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/bn_IN/LC_MESSAGES/django.po', 'openstack_dashboard/locale/pl_PL/LC_MESSAGES/django.po', 'openstack_dashboard/locale/ja/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/kn/LC_MESSAGES/django.po', 'openstack_dashboard/locale/ne/LC_MESSAGES/django.po', 'openstack_dashboard/locale/ru/LC_MESSAGES/djangojs.po', 'horizon/locale/django.pot', 'openstack_dashboard/locale/ru/LC_MESSAGES/django.po', 'openstack_dashboard/locale/ta/LC_MESSAGES/django.po', 'openstack_dashboard/locale/zh_TW/LC_MESSAGES/django.po', 'openstack_dashboard/locale/mni/LC_MESSAGES/django.po', 'openstack_dashboard/locale/pt_BR/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/mr/LC_MESSAGES/django.po', 'openstack_dashboard/locale/fr/LC_MESSAGES/django.po', 'openstack_dashboard/locale/sr/LC_MESSAGES/django.po', 'openstack_dashboard/locale/as/LC_MESSAGES/django.po', 'openstack_dashboard/locale/de/LC_MESSAGES/django.po', 'openstack_dashboard/locale/pa_IN/LC_MESSAGES/django.po', 'openstack_dashboard/locale/es/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/nl_NL/LC_MESSAGES/django.po', 'openstack_dashboard/locale/cs/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/brx/LC_MESSAGES/django.po', 'openstack_dashboard/locale/es/LC_MESSAGES/django.po', 'openstack_dashboard/locale/mai/LC_MESSAGES/django.po', 'openstack_dashboard/locale/tr_TR/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/djangojs.pot', 'openstack_dashboard/locale/it/LC_MESSAGES/django.po', 'openstack_dashboard/locale/pt_BR/LC_MESSAGES/django.po', 'openstack_dashboard/locale/it/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/zh_TW/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/ko_KR/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/django.pot', 'horizon/locale/djangojs.pot', 'openstack_dashboard/locale/ks/LC_MESSAGES/django.po', 'openstack_dashboard/locale/ja/LC_MESSAGES/django.po', 'openstack_dashboard/locale/zh_CN/LC_MESSAGES/django.po', 'openstack_dashboard/locale/tr_TR/LC_MESSAGES/django.po', 'openstack_dashboard/locale/ur/LC_MESSAGES/django.po', 'openstack_dashboard/locale/en_AU/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/en_AU/LC_MESSAGES/django.po', 'openstack_dashboard/locale/en_GB/LC_MESSAGES/django.po', 'openstack_dashboard/locale/en_GB/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/cs/LC_MESSAGES/django.po', 'openstack_dashboard/locale/gu/LC_MESSAGES/django.po', 'openstack_dashboard/locale/hi/LC_MESSAGES/django.po', 'openstack_dashboard/locale/ko_KR/LC_MESSAGES/django.po', 'openstack_dashboard/locale/fr/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/zh_CN/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/de/LC_MESSAGES/djangojs.po', 'openstack_dashboard/locale/kok/LC_MESSAGES/django.po']",11131,MERGED,314428,0,0,0.0,0.0,0
['doc/networking-guide/source/locale/ja/LC_MESSAGES/networking-guide.po'],11131,MERGED,302051,0,0,0.0,0.0,0
"['bin/cinder-manage', 'doc/ext/cinder_autodoc.py']",6722,MERGED,47092,0,0,0.0,0.0,0
['releasenotes/source/locale/en_GB/LC_MESSAGES/releasenotes.po'],11131,MERGED,889908,0,0,0.0,0.0,0
"['nova/tests/unit/conductor/test_conductor.py', 'nova/conductor/manager.py']",6873,MERGED,516404,2,4,3.0,3.0,2
"['horizon/static/framework/widgets/table/hz-dynamic-table.directive.js', 'horizon/static/framework/widgets/table/hz-dynamic-table.html']",14124,ABANDONED,350593,0,0,0.0,0.0,0
['tools/config/generate_sample.sh'],170,ABANDONED,178860,0,0,0.0,0.0,0
['tox.ini'],11805,MERGED,870318,0,0,0.0,0.0,0
"['manifests/backend/dellemc_xtremio_iscsi.pp', 'releasenotes/notes/fix-dellemc-driver-paths-04b5792a3534e4c4.yaml', 'spec/defines/cinder_backend_dellemc_vmax_spec.rb', 'manifests/backend/emc_vnx.pp', 'spec/defines/cinder_backend_dellsc_iscsi_spec.rb', 'spec/defines/cinder_backend_emc_vnx_spec.rb', 'manifests/backend/dellemc_vmax_iscsi.pp', 'spec/defines/cinder_backend_dellemc_xtremio_spec.rb', 'manifests/backend/dellsc_iscsi.pp']",21129,MERGED,588340,0,4,2.0,1.777777778,6
['tempest/cli/simple_read_only/identity/test_keystone.py'],12837,ABANDONED,121444,0,0,0.0,0.0,0
"['ansible/roles/mariadb/tasks/reconfigure.yml', 'ansible/roles/mariadb/tasks/do_reconfigure.yml']",16233,MERGED,289303,0,0,0.0,0.0,0
"['senlin/engine/actions/cluster_action.py', 'senlin/engine/actions/node_action.py', 'senlin/tests/unit/engine/actions/test_node_action.py', 'senlin/tests/unit/engine/actions/test_cluster_action.py']",11034,MERGED,223389,0,0,0.0,0.0,0
['tools/deployment/multinode/130-libvirt.sh'],30449,MERGED,799160,1,1,1.0,1.0,1
"['mirror/ubuntu/files/mkrepo.sh', 'mirror/ubuntu/createchroot.mk', 'requirements-deb.txt']",8865,ABANDONED,50461,0,0,0.0,0.0,0
"['ironic/api/controllers/v1/types.py', 'ironic/api/controllers/v1/__init__.py', 'ironic/api/controllers/v1/collection.py', 'ironic/api/controllers/v1/driver.py', 'ironic/api/controllers/version.py', 'ironic/api/controllers/base.py', 'ironic/api/controllers/link.py', 'ironic/api/controllers/root.py', 'ironic/api/controllers/v1/bios.py', 'ironic/api/controllers/v1/node.py']",4571,MERGED,703897,0,28,0.0,4.2,4
['doc/source/index.rst'],3153,ABANDONED,410286,0,0,0.0,0.0,0
['docker/base/Dockerfile.j2'],22560,MERGED,561760,8,8,8.0,8.0,1
"['fuelweb_test/models/fuel_web_client.py', 'fuelweb_test/tests/tests_strength/test_failover_base.py']",19119,MERGED,380214,1,1,1.0,1.0,2
"['tacker/vm/monitor_drivers/port/README.rst', 'tacker/vm/monitor_drivers/port/port.py']",22290,ABANDONED,349454,0,0,0.0,0.0,0
"['glance/notifier/__init__.py', 'glance/tests/unit/test_notifier.py']",616,ABANDONED,45942,0,0,0.0,0.0,0
['global-requirements.txt'],6547,MERGED,215306,73,73,73.0,73.0,1
['deliverables/rocky/keystonemiddleware.yaml'],5046,MERGED,567288,0,0,0.0,0.0,0
['os_net_config/__init__.py'],2011,ABANDONED,234176,0,0,0.0,0.0,0
"['tests/host_vars/infra1.yml', 'tests/group_vars/all_containers.yml', 'tests/host_vars/masakari1.yml']",6816,MERGED,612356,0,0,0.0,0.0,0
"['test-requirements.txt', 'tox.ini']",6816,MERGED,339526,0,1,0.5,0.5,1
['kolla/common/config.py'],22165,ABANDONED,552494,36,36,36.0,36.0,1
['tests/basic_deployment.py'],20634,MERGED,583496,0,0,0.0,0.0,0
"['deployment/puppet/postgresql/manifests/server/database.pp', 'deployment/puppet/postgresql/spec/unit/defines/server/table_grant_spec.rb', 'deployment/puppet/postgresql/manifests/lib/devel.pp', 'deployment/puppet/postgresql/lib/puppet/provider/postgresql_conf/parsed.rb', 'deployment/puppet/postgresql/spec/unit/defines/validate_db_connection_spec.rb', 'deployment/puppet/postgresql/spec/acceptance/server/schema_spec.rb', 'deployment/puppet/postgresql/Gemfile', 'deployment/puppet/postgresql/manifests/server/pg_hba_rule.pp', 'deployment/puppet/postgresql/manifests/globals.pp', 'deployment/puppet/postgresql/manifests/role.pp', 'deployment/puppet/postgresql/spec/unit/classes/lib/python_spec.rb', 'deployment/puppet/postgresql/spec/unit/provider/postgresql_conf/parsed_spec.rb', 'deployment/puppet/postgresql/Rakefile', 'deployment/puppet/postgresql/spec/base.pp', 'deployment/puppet/postgresql/spec/unit/defines/server/tablespace_spec.rb', 'deployment/puppet/postgresql/manifests/config/beforeservice.pp', 'deployment/puppet/postgresql/spec/acceptance/nodesets/centos-510-x64.yml', 'deployment/puppet/postgresql/spec/acceptance/nodesets/ubuntu-server-1404-x64.yml', 'deployment/puppet/postgresql/spec/unit/defines/server/database_spec.rb', 'deployment/puppet/postgresql/lib/puppet/parser/functions/postgresql_escape.rb', 'deployment/puppet/postgresql/spec/acceptance/nodesets/ubuntu-server-12042-x64.yml', 'deployment/puppet/postgresql/spec/acceptance/nodesets/centos-64-x64-pe.yml', 'deployment/puppet/postgresql/lib/puppet/provider/postgresql_psql/ruby.rb', 'deployment/puppet/postgresql/manifests/server.pp', 'deployment/puppet/postgresql/spec/unit/classes/globals_spec.rb', 'deployment/puppet/postgresql/manifests/server/pg_ident_rule.pp', 'deployment/puppet/postgresql/spec/acceptance/postgresql_psql_spec.rb', 'deployment/puppet/postgresql/spec/unit/defines/server/db_spec.rb', 'deployment/puppet/postgresql/Modulefile', 'deployment/puppet/postgresql/manifests/server/passwd.pp', 'deployment/puppet/postgresql/manifests/server/postgis.pp', 'deployment/puppet/postgresql/spec/unit/functions/postgresql_acls_to_resources_hash_spec.rb', 'deployment/puppet/postgresql/tests/init.pp', 'deployment/puppet/postgresql/templates/systemd-port-override.erb', 'deployment/puppet/postgresql/manifests/validate_db_connection.pp', 'deployment/puppet/postgresql/spec/unit/puppet/provider/postgresql_psql/ruby_spec.rb', 'deployment/puppet/postgresql/manifests/initdb.pp', 'deployment/puppet/postgresql/manifests/init.pp', 'deployment/puppet/postgresql/manifests/server/install.pp', 'deployment/puppet/postgresql/spec/spec_helper.rb', 'deployment/puppet/postgresql/files/RPM-GPG-KEY-PGDG', 'deployment/puppet/postgresql/manifests/database_user.pp', 'deployment/puppet/postgresql/spec/unit/functions/postgresql_password_spec.rb', 'deployment/puppet/postgresql/manifests/server/initdb.pp', 'deployment/puppet/postgresql/manifests/server/tablespace.pp', 'deployment/puppet/postgresql/manifests/server/grant.pp', 'deployment/puppet/postgresql/spec/unit/classes/server_spec.rb', 'deployment/puppet/postgresql/spec/unit/classes/server/contrib_spec.rb', 'deployment/puppet/postgresql/spec/unit/classes/server/initdb_spec.rb', 'deployment/puppet/postgresql/tests/postgresql_user.pp', 'deployment/puppet/postgresql/CHANGELOG.md', 'deployment/puppet/postgresql/spec/unit/classes/lib/devel_spec.rb', 'deployment/puppet/postgresql/spec/unit/classes/client_spec.rb', 'deployment/puppet/postgresql/manifests/server/schema.pp', 'deployment/puppet/postgresql/tests/server.pp', 'deployment/puppet/postgresql/spec/manifests/test_user.pp', 'deployment/puppet/postgresql/NOTICE', 'deployment/puppet/postgresql/.project', 'deployment/puppet/postgresql/templates/pg_hba_rule.conf', 'deployment/puppet/postgresql/spec/acceptance/nodesets/ubuntu-server-10044-x64.yml', 'deployment/puppet/postgresql/spec/unit/classes/repo_spec.rb', 'deployment/puppet/postgresql/manifests/server/config.pp', 'deployment/puppet/postgresql/manifests/database_grant.pp', 'deployment/puppet/postgresql/manifests/repo/apt_postgresql_org.pp', 'deployment/puppet/postgresql/.gitignore', 'deployment/puppet/postgresql/manifests/server/role.pp', 'deployment/puppet/postgresql/spec/unit/defines/server/pg_ident_rule_spec.rb', 'deployment/puppet/postgresql/manifests/server/service.pp', 'deployment/puppet/postgresql/manifests/database.pp', 'deployment/puppet/postgresql/tests/postgresql_db.pp', 'deployment/puppet/postgresql/manifests/server/contrib.pp', 'deployment/puppet/postgresql/spec/unit/defines/server/pg_hba_rule_spec.rb', 'deployment/puppet/postgresql/spec/unit/type/postgresql_conf_spec.rb', 'deployment/puppet/postgresql/lib/puppet/type/postgresql_psql.rb', 'deployment/puppet/postgresql/manifests/params.pp', 'deployment/puppet/postgresql/spec/unit/classes/server/postgis_spec.rb', 'deployment/puppet/postgresql/manifests/lib/python.pp', 'deployment/puppet/postgresql/spec/unit/defines/server/database_grant_spec.rb', 'deployment/puppet/postgresql/README.md', 'deployment/puppet/postgresql/checksums.json', 'deployment/puppet/postgresql/LICENSE', 'deployment/puppet/postgresql/spec/acceptance/nodesets/centos-59-x64.yml', 'deployment/puppet/postgresql/spec/manifests/test_grant_create.pp', 'deployment/puppet/postgresql/manifests/server/config_entry.pp', 'deployment/puppet/postgresql/manifests/server/plperl.pp', 'deployment/puppet/postgresql/spec/manifests/test_psql.pp', 'deployment/puppet/postgresql/lib/puppet/parser/functions/postgresql_acls_to_resources_hash.rb', 'deployment/puppet/postgresql/spec/unit/defines/server/config_entry_spec.rb', 'deployment/puppet/postgresql/spec/unit/defines/server/grant_spec.rb', 'deployment/puppet/postgresql/lib/puppet/type/postgresql_conf.rb', 'deployment/puppet/postgresql/spec/unit/classes/lib/java_spec.rb', 'deployment/puppet/postgresql/templates/pg_hba.conf.erb', 'deployment/puppet/postgresql/spec/acceptance/default_parameters_spec.rb', 'deployment/puppet/postgresql/manifests/server/table_grant.pp', 'deployment/puppet/postgresql/spec/manifests/test_db.pp', 'deployment/puppet/postgresql/spec/acceptance/nodesets/centos-64-x64.yml', 'deployment/puppet/postgresql/spec/acceptance/nodesets/debian-73-x64.yml', 'deployment/puppet/postgresql/spec/unit/classes/server/plperl_spec.rb', 'deployment/puppet/postgresql/tests/postgresql_database.pp', 'deployment/puppet/postgresql/spec/manifests/test_initdb.pp', 'deployment/puppet/postgresql/manifests/repo.pp', 'deployment/puppet/postgresql/spec/acceptance/nodesets/debian-607-x64.yml', 'deployment/puppet/postgresql/spec/unit/functions/postgresql_escape_spec.rb', 'deployment/puppet/postgresql/files/validate_postgresql_connection.sh', 'deployment/puppet/postgresql/manifests/config.pp', 'deployment/puppet/postgresql/spec/acceptance/db_spec.rb', 'deployment/puppet/postgresql/spec/unit/defines/server/schema_spec.rb', 'deployment/puppet/postgresql/manifests/psql.pp', 'deployment/puppet/postgresql/spec/acceptance/alternative_port_spec.rb', 'deployment/puppet/postgresql/manifests/repo/yum_postgresql_org.pp', 'deployment/puppet/postgresql/spec/spec_helper_acceptance.rb', 'deployment/puppet/postgresql/spec/unit/puppet/type/postgresql_psql_spec.rb', 'deployment/puppet/postgresql/manifests/server/database_grant.pp', 'deployment/puppet/postgresql/manifests/lib/perl.pp', 'deployment/puppet/postgresql/spec/acceptance/nodesets/default.yml', 'deployment/puppet/postgresql/manifests/server/reload.pp', 'deployment/puppet/postgresql/templates/pg_ident_rule.conf', 'deployment/puppet/postgresql/spec/unit/classes/params_spec.rb', 'deployment/puppet/postgresql/manifests/db.pp', 'deployment/puppet/postgresql/spec/unit/classes/lib/perl_spec.rb', 'deployment/puppet/postgresql/CONTRIBUTING.md', 'deployment/puppet/postgresql/manifests/config/afterservice.pp', 'deployment/puppet/postgresql/manifests/lib/java.pp', 'deployment/puppet/postgresql/spec/postgresql_spec.rb', 'deployment/puppet/postgresql/manifests/server/db.pp', 'deployment/puppet/postgresql/spec/Vagrantfile', 'deployment/puppet/postgresql/spec/acceptance/nodesets/centos-65-x64.yml', 'deployment/puppet/postgresql/manifests/client.pp', 'deployment/puppet/postgresql/spec/spec.opts', 'deployment/puppet/postgresql/spec/unit/defines/server/role_spec.rb', 'deployment/puppet/postgresql/tests/postgresql_grant.pp']",7195,MERGED,131073,0,0,0.0,0.0,0
['trove/guestagent/datastore/experimental/mongodb/service.py'],15321,MERGED,214183,4,4,4.0,4.0,1
"['watcher_dashboard/test/api_tests/test_watcher.py', 'watcher_dashboard/api/watcher.py']",29911,MERGED,799758,0,3,1.5,1.5,1
['.zuul.yaml'],26141,ABANDONED,802191,4,4,4.0,4.0,1
['diskimage_builder/disk_image_create.py'],7118,ABANDONED,554685,0,0,0.0,0.0,0
